Gene > Primary SGDID	Gene > Systematic Name	Gene > Standard Name	Gene > Name	Gene > Alias	Gene > Length
S000005353	YNR070W	PDR18	Pleiotropic Drug Resistance	ATP-binding cassette multidrug transporter PDR18	4002
S000005354	YNR071C	""	""	aldose 1-epimerase superfamily protein	1029
S000005355	YNR072W	HXT17	HeXose Transporter	""	1695
S000005356	YNR073C	""	""	putative mannitol dehydrogenase	1509
S000005357	YNR074C	AIF1	Apoptosis-Inducing Factor	CPD1	1137
S000005358	YNR075W	COS10	COnserved Sequence	""	1125
S000005359	YNR076W	PAU6	seriPAUperin family	""	363
S000005360	YNR077C	""	""	""	255
S000005361	YOL001W	PHO80	PHOsphate metabolism	VAC5 AGS3 phoR TUP7	882
S000005362	YOL002C	IZH2	Implicated in Zinc Homeostasis	PHO36	954
S000005363	YOL003C	PFA4	Protein Fatty Acyltransferase	""	1137
S000005364	YOL004W	SIN3	Switch INdependent	GAM2 SDI1 CPE1 SDS16 UME4 RPD1	4611
S000005365	YOL005C	RPB11	RNA Polymerase B	B12.5	363
S000005366	YOL006C	TOP1	TOPoisomerase	MAK1 DNA topoisomerase 1 MAK17	2310
S000005367	YOL007C	CSI2	Chitin Synthesis Involved	""	1026
S000005368	YOL008W	COQ10	COenzyme Q	""	624
S000005369	YOL009C	MDM12	Mitochondrial Distribution and Morphology	""	816
S000005370	YOL010W	RCL1	Rna 3'-terminal phosphate Cyclase Like	""	1104
S000005371	YOL011W	PLB3	PhosphoLipase B	""	2061
S000005372	YOL012C	HTZ1	Histone Two A Z1	HTA3 H2AZ H2A.F/Z	405
S000005373	YOL013C	HRD1	HMG-coA Reductase Degradation	E3 ubiquitin-protein ligase HRD1 DER3	1656
S000005374	YOL014W	""	""	""	375
S000005375	YOL015W	IRC10	Increased Recombination Centers	""	1761
S000005376	YOL016C	CMK2	CalModulin dependent protein Kinase	""	1344
S000005377	YOL017W	ESC8	Establishes Silent Chromatin	""	2145
S000005378	YOL018C	TLG2	T-snare affecting a Late Golgi compartment	""	1194
S000005379	YOL019W	""	""	TOS7	1656
S000005380	YOL020W	TAT2	Tryptophan Amino acid Transporter	LTG3 SAB2 SCM2 TAP2	1779
S000005381	YOL021C	DIS3	homolog of S. pombe dis3 (chromosome DISjunction)	RRP44 MTR17	3006
S000005382	YOL022C	TSR4	Twenty S rRNA accumulation	""	1227
S000005383	YOL023W	IFM1	Initiation Factor of Mitochondria	""	2031
S000005384	YOL024W	""	""	""	519
S000005385	YOL025W	LAG2	Longevity Assurance Gene	ECM36	1983
S000005386	YOL026C	MIM1	Mitochondrial IMport	TOM13	342
S000005387	YOL027C	MDM38	Mitochondrial Distribution and Morphology	MKH1	1722
S000005388	YOL028C	YAP7	Yeast AP-1	""	738
S000005389	YOL029C	""	""	""	606
S000005390	YOL030W	GAS5	Glycophospholipid-Anchored Surface protein	""	1455
S000005391	YOL031C	SIL1	Suppressor of the Ire1/Lhs1 double mutant	SLS1	1266
S000005392	YOL032W	OPI10	OverProducer of Inositol	""	741
S000005393	YOL033W	MSE1	Mitochondrial aminoacyl-tRNA Synthetase, Glutamate (E)	mitochondrial glutamyl-tRNA synthetase glutamate--tRNA ligase MSE1	1611
S000005394	YOL034W	SMC5	Structural Maintenance of Chromosomes	DNA repair ATPase SMC5	3282
S000005395	YOL035C	""	""	""	303
S000005396	YOL036W	""	""	""	2286
S000005397	YOL037C	""	""	""	354
S000005398	YOL038W	PRE6	PRoteinase yscE	proteasome core particle subunit alpha 4	765
S000005399	YOL039W	RPP2A	Ribosomal Protein P2 Alpha	RPLA2 RPL44 ribosomal protein P2A	321
S000005400	YOL040C	RPS15	Ribosomal Protein of the Small subunit	S19 RPS21 RIG protein S15 S21 ribosomal 40S subunit protein S15 rp52	429
S000005401	YOL041C	NOP12	NucleOlar Protein	""	1380
S000005402	YOL042W	NGL1	""	""	1092
S000005403	YOL043C	NTG2	eNdonuclease Three-like Glycosylase	SCR2 bifunctional N-glycosylase/AP lyase NTG2	1143
S000005404	YOL044W	PEX15	PEroXisome related	PAS21	1152
S000005405	YOL045W	PSK2	Pas domain-containing Serine/threonine protein Kinase	""	3306
S000005406	YOL046C	""	""	""	675
S000005407	YOL047C	""	Lipid Droplets in Sporulation	""	1134
S000005408	YOL048C	RRT8	Regulator of rDNA Transcription	""	1107
S000005409	YOL049W	GSH2	Glutathione	glutathione synthase	1476
S000005410	YOL050C	""	""	""	321
S000005411	YOL051W	GAL11	GALactose metabolism	ABE1 MED15 SDS4 RAR3 SPT13	3246
S000005412	YOL052C	SPE2	SPErmidine auxotroph	adenosylmethionine decarboxylase SPE2	1191
S000005413	YOL052C-A	DDR2	DNA Damage Responsive	YOL053C-A DDRA2	186
S000005414	YOL053W	AIM39	Altered Inheritance rate of Mitochondria	""	1188
S000005415	YOL054W	PSH1	Pob3/Spt16 Histone associated	ubiquitin-protein ligase PSH1	1221
S000005416	YOL055C	THI20	THIamine metabolism	trifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase/thiaminase	1656
S000005417	YOL056W	GPM3	Glycerate PhosphoMutase	phosphoglycerate mutase family protein GPM3	912
S000005418	YOL057W	""	""	dipeptidyl-peptidase III	2136
S000005419	YOL058W	ARG1	ARGinine requiring	argininosuccinate synthase ARG10	1263
S000005420	YOL059W	GPD2	Glycerol-3-Phosphate Dehydrogenase	GPD3 glycerol-3-phosphate dehydrogenase (NAD(+)) GPD2	1323
S000005421	YOL060C	MAM3	""	""	2121
S000005422	YOL061W	PRS5	PhosphoRibosylpyrophosphate Synthetase	ribose phosphate diphosphokinase subunit PRS5	1491
S000005423	YOL062C	APM4	clathrin Adaptor Protein complex Medium chain	AMP1	1476
S000005424	YOL063C	CRT10	Constitutive RNR Transcription regulators	HUS1	2874
S000005425	YOL064C	MET22	METhionine requiring	HAL2 3'(2')5'-bisphosphate nucleotidase	1074
S000005426	YOL065C	INP54	INositol polyphosphate 5-Phosphatase	phosphoinositide 5-phosphatase INP54	1155
S000005427	YOL066C	RIB2	RIBoflavin biosynthesis	PUS8 bifunctional DRAP deaminase/tRNA pseudouridine synthase RIB2	1776
S000005428	YOL067C	RTG1	ReTroGrade regulation	""	534
S000005429	YOL068C	HST1	Homolog of SIR Two (SIR2)	""	1512
S000005430	YOL069W	NUF2	NUclear Filament-containing protein	""	1356
S000005431	YOL070C	NBA1	Nap1p and Bud neck Associated	""	1506
S000005432	YOL071W	EMI5	Early Meiotic Induction	succinate dehydrogenase subunit EMI5 SDH5	489
S000005433	YOL072W	THP1	Tho2/Hpr1 Phenotype	BUD29	1368
S000005434	YOL073C	""	""	""	969
S000005435	YOL075C	""	""	""	3885
S000005436	YOL076W	MDM20	Mitochondrial Distribution and Morphology	NAA25 DEC1	2391
S000005437	YOL077C	BRX1	Xenopus laevis Brix (Biogenesis of Ribosomes in Xenopus) homolog	""	876
S000005438	YOL078W	AVO1	Adheres VOraciously (to TOR2)	""	3531
S000005439	YOL079W	""	""	""	399
S000005440	YOL080C	REX4	Rna EXonuclease	""	870
S000005441	YOL081W	IRA2	Inhibitory Regulator of the RAS-cAMP pathway	CCS1 GLC4	9240
S000005442	YOL082W	ATG19	AuTophaGy related	CVT19	1248
S000005443	YOL083W	ATG34	AuTophaGy related	ATG19-B	1239
S000005444	YOL084W	PHM7	PHosphate Metabolism	""	2976
S000005445	YOL085C	""	""	""	342
S000005446	YOL086C	ADH1	Alcohol DeHydrogenase	ADC1 alcohol dehydrogenase ADH1	1047
S000005447	YOL087C	DUF1	DUB-associated Factor 1	""	3351
S000005448	YOL088C	MPD2	""	protein disulfide isomerase MPD2	834
S000005449	YOL089C	HAL9	HALotolerance	""	3093
S000005450	YOL090W	MSH2	MutS Homolog	PMS5 mismatch repair ATPase MSH2	2895
S000005451	YOL091W	SPO21	SPOrulation	MPC70	1830
S000005452	YOL092W	YPQ1	Yeast PQ-loop protein	""	927
S000005453	YOL093W	TRM10	Transfer RNA Methyltransferase	""	882
S000005454	YOL094C	RFC4	Replication Factor C	replication factor C subunit 4	972
S000005455	YOL095C	HMI1	Helicase in MItochondria	""	2121
S000005456	YOL096C	COQ3	COenzyme Q	hexaprenyldihydroxybenzoate methyltransferase	939
S000005457	YOL097C	WRS1	W (tryptophan) RS (tRNA synthetase)	tryptophan--tRNA ligase WRS1 HRE342 tryptophanyl-tRNA synthetase	1299
S000005458	YOL098C	""	""	""	3114
S000005459	YOL099C	""	""	""	492
S000005460	YOL100W	PKH2	Pkb-activating Kinase Homolog	""	3246
S000005461	YOL101C	IZH4	Implicated in Zinc Homeostasis	""	939
S000005462	YOL102C	TPT1	""	tRNA 2'-phosphotransferase	693
S000005463	YOL103W	ITR2	myo-Inositol TRansporter	HRB612	1830
S000005464	YOL104C	NDJ1	NonDisJunction	TAM1	1059
S000005465	YOL105C	WSC3	cell Wall integrity and Stress response Component	""	1671
S000005466	YOL106W	""	""	""	354
S000005467	YOL107W	""	""	""	1029
S000005468	YOL108C	INO4	INOsitol requiring	""	456
S000005469	YOL109W	ZEO1	ZEOcin resistance	""	342
S000005470	YOL110W	SHR5	Suppressor of Hyperactive Ras	ERF4	714
S000005471	YOL111C	MDY2	Mating-Deficient Yeast	TMA24 GET5	639
S000005472	YOL112W	MSB4	Multicopy Suppression of a Budding defect	""	1479
S000005473	YOL113W	SKM1	STE20/PAK homologous Kinase related to Morphogenesis	""	1968
S000005474	YOL114C	""	""	""	609
S000005475	YOL115W	PAP2	Poly(A) Polymerase	TRF4 non-canonical poly(A) polymerase PAP2	1755
S000005476	YOL116W	MSN1	Multicopy suppressor of SNF1 mutation	HRB382 MSS10 PHD2 FUP1	1149
S000005477	YOL117W	RRI2	""	CSN10	1938
S000005478	YOL118C	""	""	""	309
S000005479	YOL119C	MCH4	MonoCarboxylate transporter Homologue	""	1506
S000005480	YOL120C	RPL18A	Ribosomal Protein of the Large subunit	L18A ribosomal 60S subunit protein L18A L18e rp28A RP28A	1008
S000005481	YOL121C	RPS19A	Ribosomal Protein of the Small subunit	S16aA S19A ribosomal 40S subunit protein S19A S19e rp55a YS16A	825
S000005482	YOL122C	SMF1	Suppressor of Mitochondria import Function	SBS1	1728
S000005483	YOL123W	HRP1	Heterogenous nuclear RibonucleoProtein	NAB4 NAB5	1605
S000005484	YOL124C	TRM11	TRna Methyltransferase	""	1302
S000005485	YOL125W	TRM13	TRna Methyltransferase	""	1431
S000005486	YOL126C	MDH2	Malate DeHydrogenase	malate dehydrogenase MDH2	1134
S000005487	YOL127W	RPL25	Ribosomal Protein of the Large subunit	rpl6L L23 L25 YL25 ribosomal 60S subunit protein L25	843
S000005488	YOL128C	YGK3	Yeast homolog of Glycogen synthase Kinase	""	1128
S000005489	YOL129W	VPS68	Vacuolar Protein Sorting	""	555
S000005490	YOL130W	ALR1	ALuminum Resistance	Mg(2+) transporter ALR1 SWC3	2580
S000005491	YOL131W	""	""	""	327
S000005492	YOL132W	GAS4	Glycophospholipid-Anchored Surface protein	""	1416
S000005493	YOL133W	HRT1	High level expression Reduces Ty3 transposition	HRT2 RBX1 ROC1 SCF ubiquitin ligase complex subunit HRT1	366
S000005494	YOL134C	""	""	""	390
S000005495	YOL135C	MED7	MEDiator complex	""	669
S000005496	YOL136C	PFK27	6-PhosphoFructo-2-Kinase	PFK-2	1194
S000005497	YOL137W	BSC6	Bypass of Stop Codon	""	1494
S000005498	YOL138C	RTC1	Restriction of Telomere Capping	SEA2	4026
S000005499	YOL139C	CDC33	Cell Division Cycle	eIF4E TIF45	642
S000005500	YOL140W	ARG8	ARGinine requiring	acetylornithine transaminase	1272
S000005501	YOL141W	PPM2	Protein Phosphatase Methyltransferase	TYW4	2088
S000005502	YOL142W	RRP40	Ribosomal RNA Processing	MTR14	723
S000005503	YOL143C	RIB4	RIBoflavin biosynthesis	lumazine synthase RIB4	510
S000005504	YOL144W	NOP8	NucleOlar Protein	""	1455
S000005505	YOL145C	CTR9	Cln Three (CLN3) Requiring	CDP1	3234
S000005506	YOL146W	PSF3	Partner of Sld Five	""	585
S000005507	YOL147C	PEX11	PEroXin	PMP27 PMP24	711
S000005508	YOL148C	SPT20	SuPpressor of Ty	ADA5	1815
S000005509	YOL149W	DCP1	mRNA DeCaPping	""	696
S000005510	YOL150C	""	""	""	312
S000005511	YOL151W	GRE2	Genes de Respuesta a Estres (stress responsive genes)	methylglyoxal reductase (NADPH-dependent) GRE2	1029
S000005512	YOL152W	FRE7	Ferric REductase	""	1863
S000005514	YOL154W	ZPS1	Zinc- and pH-regulated Surface protein	""	750
S000005515	YOL155C	HPF1	Haze Protective Factor	""	2904
S000005516	YOL156W	HXT11	HeXose Transporter	LGT3	1704
S000005517	YOL157C	IMA2	IsoMAltase	""	1770
S000005518	YOL158C	ENB1	ENteroBactin	ARN4	1821
S000005519	YOL159C	""	""	""	516
S000005520	YOL160W	""	""	""	342
S000005521	YOL161C	PAU20	seriPAUperin	""	363
S000005522	YOL162W	""	""	""	648
S000005523	YOL163W	""	""	""	510
S000005524	YOL164W	BDS1	Bacterially Derived Sulfatase	""	1941
S000005525	YOL165C	AAD15	Aryl-Alcohol Dehydrogenase	""	432
S000005526	YOL166C	""	""	""	339
S000005527	YOR001W	RRP6	Ribosomal RNA Processing	""	2202
S000005528	YOR002W	ALG6	Asparagine-Linked Glycosylation	dolichyl-P-Glc:Man(9)GlcNAc(2)-PP-dolichol alpha-1,3-glucosyltransferase	1635
S000005529	YOR003W	YSP3	Yeast Subtilisin-like Protease III	""	1437
S000005530	YOR004W	UTP23	U Three-associated Protein	""	765
S000005531	YOR005C	DNL4	DNA Ligase	LIG4 DNA ligase (ATP) DNL4	2835
S000005532	YOR006C	TSR3	Twenty S rRNA accumulation	""	942
S000005533	YOR007C	SGT2	Small Glutamine-rich Tetratricopeptide repeat-containing protein	""	1041
S000005534	YOR008C	SLG1	Synthetic Lethal with Gap	WSC1 HCS77	1137
S000005535	YOR009W	TIR4	TIp1-Related	""	1464
S000005536	YOR010C	TIR2	TIp1-Related	SRP2	756
S000005537	YOR011W	AUS1	ABC protein involved in Uptake of Sterols	ATP-binding cassette sterol transporter AUS1	4185
S000005538	YOR012W	""	""	""	414
S000005539	YOR013W	IRC11	Increased Recombination Centers	""	471
S000005540	YOR014W	RTS1	Rox Three Suppressor	SCS1	2274
S000005541	YOR015W	""	""	""	360
S000005542	YOR016C	ERP4	Emp24p/Erv25p Related Protein	""	624
S000005543	YOR017W	PET127	PETite colonies	""	2403
S000005544	YOR018W	ROD1	Resistance to O-Dinitrobenzene	ART4	2514
S000005545	YOR019W	""	""	""	2193
S000005546	YOR020C	HSP10	Heat Shock Protein	CPN10	321
S000005547	YOR021C	SFM1	Spout Family Methyltransferase 1	""	642
S000005548	YOR022C	""	""	putative carboxylic ester hydrolase	2148
S000005549	YOR023C	AHC1	Ada Histone acetyltransferase complex Component	""	1701
S000005550	YOR024W	""	""	IRC12	324
S000005551	YOR025W	HST3	Homolog of SIR Two (SIR2)	""	1344
S000005552	YOR026W	BUB3	Budding Uninhibited by Benzimidazole	PAC9	1026
S000005553	YOR027W	STI1	STress Inducible	""	1770
S000005554	YOR028C	CIN5	Chromosome INstability	HAL6 YAP4	888
S000005555	YOR029W	""	""	""	336
S000005556	YOR030W	DFG16	Defective for Filamentous Growth	ECM41 ZRG12	1860
S000005557	YOR031W	CRS5	Copper-Resistant Suppressor	""	210
S000005558	YOR032C	HMS1	High-copy Mep Suppressor	""	1305
S000005559	YOR033C	EXO1	EXOnuclease	DHS1	2109
S000005560	YOR034C	AKR2	AnKyrin Repeat-containing protein	""	2250
S000005561	YOR035C	SHE4	Swi5p-dependent HO Expression	DIM1	2370
S000005562	YOR036W	PEP12	carboxyPEPtidase Y-deficient	VPL6 VPT13 VPS6	867
S000005563	YOR037W	CYC2	CYtochrome C	""	1101
S000005564	YOR038C	HIR2	HIstone Regulation	SPT1	2628
S000005565	YOR039W	CKB2	Casein Kinase Beta' subunit	CK2 subunit	777
S000005566	YOR040W	GLO4	GLyOxalase	hydroxyacylglutathione hydrolase GLO4	858
S000005567	YOR041C	""	""	SRF5	432
S000005568	YOR042W	CUE5	Coupling of Ubiquitin conjugation to ER degradation	""	1236
S000005569	YOR043W	WHI2	WHIskey	""	1461
S000005570	YOR044W	IRC23	Increased Recombination Centers	""	474
S000005571	YOR045W	TOM6	Translocase of the Outer Mitochondrial membrane	ISP6 MOM8B	186
S000005572	YOR046C	DBP5	Dead Box Protein	RAT8 ATP-dependent RNA helicase DBP5	1449
S000005573	YOR047C	STD1	Suppressor of Tbp Deletion	SFS3 MSN3	1335
S000005574	YOR048C	RAT1	Ribonucleic Acid Trafficking	XRN2 TAP1 HKE1	3021
S000005575	YOR049C	RSB1	Resistance to Sphingoid long-chain Base	phospholipid-translocating ATPase RSB1	1065
S000005576	YOR050C	""	""	YOR29-01	348
S000005577	YOR051C	ETT1	Enhancer of Translation Termination 1	YOR29-02 NRO1	1239
S000005578	YOR052C	""	""	YOR29-03	453
S000005579	YOR053W	""	""	YOR29-04	342
S000005580	YOR054C	VHS3	Viable in a Hal3 Sit4 background	phosphopantothenoylcysteine decarboxylase complex subunit VHS3 YOR29-05	2025
S000005581	YOR055W	""	""	YOR29-06	435
S000005582	YOR056C	NOB1	Nin1 (One) Binding protein	YOR29-07	1380
S000005583	YOR057W	SGT1	Suppressor of G2 (Two) allele of skp1	YOR29-08	1188
S000005584	YOR058C	ASE1	Anaphase Spindle Elongation	YOR29-09	2658
S000005585	YOR059C	""	""	putative hydrolase YOR29-10	1353
S000005586	YOR060C	SLD7	Synthetic Lethality with Dpb11-24	YOR29-11	774
S000005587	YOR061W	CKA2	Casein Kinase Alpha' subunit	YOR29-12 CK2 subunit	1020
S000005588	YOR062C	""	""	YOR29-13	807
S000005589	YOR063W	RPL3	Ribosomal Protein of the Large subunit	ribosomal 60S subunit protein L3 TCM1 MAK8 rp1 YOR29-14 YL1 L3	1164
S000005590	YOR064C	YNG1	Yeast homolog of mammalian Ing1	YOR29-15	660
S000005591	YOR065W	CYT1	""	YOR29-16 cytochrome c1 CTC1 ubiquinol--cytochrome-c reductase catalytic subunit CYT1	930
S000005592	YOR066W	MSA1	Mbf and Sbf Associated	YOR29-17	1890
S000005593	YOR067C	ALG8	Asparagine-Linked Glycosylation	dolichyl-P-Glc:Glc1Man(9)GlcNAc(2)-PP-dolichol alpha-1,3-glucosyltransferase YOR29-18	1734
S000005594	YOR068C	VAM10	VAcuolar Morphogenesis	YOR29-19	345
S000005595	YOR069W	VPS5	Vacuolar Protein Sorting	GRD2 YOR29-20 VPT5 PEP10	2028
S000005596	YOR070C	GYP1	Gtpase-activating protein for YPt1p	YOR29-21	1914
S000005597	YOR071C	NRT1	Nicotinamide Riboside Transporter	YOR29-22 THI71	1797
S000005598	YOR072W	""	""	YOR29-23	315
S000005599	YOR073W	SGO1	ShuGOshin (Japanese for "guardian spirit")	YOR29-24	1773
S000005600	YOR074C	CDC21	Cell Division Cycle	TMP1 CRT9 YOR29-25 thymidylate synthase	915
S000005601	YOR075W	UFE1	Unknown Function Essential	YOR29-26	1041
S000005602	YOR076C	SKI7	SuperKIller	YOR29-27	2244
S000005603	YOR077W	RTS2	""	YOR29-28	699
S000005604	YOR078W	BUD21	BUD site selection	YOR29-29 UTP16	645
S000005605	YOR079C	ATX2	AnTioXidant	Mn(2+) transporter ATX2 YOR29-30	942
S000005606	YOR080W	DIA2	Digs Into Agar	DNA-binding SCF ubiquitin ligase subunit DIA2 YOR29-31	2199
S000005607	YOR081C	TGL5	TriacylGlycerol Lipase	STC2	2250
S000005608	YOR082C	""	""	""	342
S000005609	YOR083W	WHI5	WHIskey	""	888
S000005610	YOR084W	LPX1	Lipase of PeroXisomes	""	1164
S000005611	YOR085W	OST3	OligoSaccharylTransferase	""	1053
S000005612	YOR086C	TCB1	Three Calcium and lipid Binding domains (TriCalBins)	""	3561
S000005613	YOR087W	YVC1	Yeast Vacuolar Conductance	TRPY1 YOR088W	2028
S000005615	YOR089C	VPS21	Vacuolar Protein Sorting	VPS12 YPT21 YPT51 VPT12	633
S000005616	YOR090C	PTC5	Phosphatase Two C	PPP1	1719
S000005617	YOR091W	TMA46	Translation Machinery Associated	RBF46	1038
S000005618	YOR092W	ECM3	ExtraCellular Mutant	YOR3165W putative ATPase ECM3	1842
S000005619	YOR093C	""	Changed Mutation Rate	""	4947
S000005620	YOR094W	ARF3	ADP-Ribosylation Factor	ARL2	552
S000005621	YOR095C	RKI1	Ribose-5-phosphate Ketol-Isomerase	ribose-5-phosphate isomerase RKI1	777
S000005622	YOR096W	RPS7A	Ribosomal Protein of the Small subunit	S7A ribosomal 40S subunit protein S7A S7e RPS30 rp30	974
S000005623	YOR097C	""	""	""	528
S000005624	YOR098C	NUP1	NUclear Pore	""	3231
S000005625	YOR099W	KTR1	Kre Two Related	""	1182
S000005626	YOR100C	CRC1	CaRnitine Carrier	""	984
S000005627	YOR101W	RAS1	homologous to RAS proto-oncogene	""	930
S000005628	YOR102W	""	""	""	351
S000005629	YOR103C	OST2	OligoSaccharylTransferase	""	393
S000005630	YOR104W	PIN2	Psi+ INducibility	""	849
S000005631	YOR105W	""	""	""	327
S000005632	YOR106W	VAM3	VAcuolar Morphogenesis	PTH1	852
S000005633	YOR107W	RGS2	Regulator of heterotrimeric G protein Signaling	""	930
S000005634	YOR108W	LEU9	LEUcine biosynthesis	2-isopropylmalate synthase LEU9	1815
S000005635	YOR109W	INP53	INositol polyphosphate 5-Phosphatase	SOP2 SJL3 phosphatidylinositol-3-/phosphoinositide 5-phosphatase INP53	3324
S000005636	YOR110W	TFC7	""	tau 55	1308
S000005637	YOR111W	""	""	""	699
S000005638	YOR112W	CEX1	Cytoplasmic EXport protein	""	2286
S000005639	YOR113W	AZF1	Asparagine-rich Zinc-Finger	""	2745
S000005640	YOR114W	""	""	""	885
S000005641	YOR115C	TRS33	TRapp Subunit	""	807
S000005642	YOR116C	RPO31	RNA POlymerase	C160 RPC160 RPC1	4383
S000005643	YOR117W	RPT5	Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase	YTA1 proteasome regulatory particle base subunit RPT5	1305
S000005644	YOR118W	RTC5	Restriction of Telomere Capping	""	1704
S000005645	YOR119C	RIO1	RIght Open reading frame	RRP10	1455
S000005646	YOR120W	GCY1	Galactose-inducible Crystallin-like Yeast protein	GCY	939
S000005647	YOR121C	""	""	""	306
S000005648	YOR122C	PFY1	ProFilin of Yeast	CLS5 PRF1	590
S000005649	YOR123C	LEO1	LEft Open reading frame	""	1395
S000005650	YOR124C	UBP2	UBiquitin-specific Protease	""	3819
S000005651	YOR125C	CAT5	CATabolite repression	COQ7 putative monooxygenase CAT5	702
S000005652	YOR126C	IAH1	""	""	717
S000005653	YOR127W	RGA1	Rho GTPase Activating Protein	DBM1 THE1	3024
S000005654	YOR128C	ADE2	ADEnine requiring	phosphoribosylaminoimidazole carboxylase ADE2	1716
S000005655	YOR129C	AFI1	ArF3-Interacting protein	""	2682
S000005656	YOR130C	ORT1	ORnithine Transporter	ARG11	879
S000005657	YOR131C	""	""	putative haloacid dehalogenase-like hydrolase	657
S000005658	YOR132W	VPS17	Vacuolar Protein Sorting	VPT3 PEP21	1656
S000005659	YOR133W	EFT1	Elongation Factor Two	""	2529
S000005660	YOR134W	BAG7	""	""	1230
S000005661	YOR135C	IRC14	""	""	342
S000005662	YOR136W	IDH2	Isocitrate DeHydrogenase	isocitrate dehydrogenase (NAD(+)) IDH2	1110
S000005663	YOR137C	SIA1	""	""	1869
S000005664	YOR138C	RUP1	Rsp5-Ubp2 interacting Protein	""	2016
S000005665	YOR139C	""	""	""	393
S000005666	YOR140W	SFL1	Suppressor gene for FLocculation	""	2301
S000005667	YOR141C	ARP8	Actin-Related Protein	""	2646
S000005668	YOR142W	LSC1	Ligase of Succinyl-CoA	succinate--CoA ligase (GDP-forming) subunit alpha	990
S000005669	YOR143C	THI80	THIamine metabolism	thiamine diphosphokinase	960
S000005670	YOR144C	ELG1	Enhanced Level of Genomic instability	RTT110	2376
S000005671	YOR145C	PNO1	Partner of NOb1	RRP20 DIM2	825
S000005672	YOR146W	""	""	""	306
S000005673	YOR147W	MDM32	Mitochondrial Distribution and Morphology	""	1869
S000005674	YOR148C	SPP2	Suppressor of PrP	""	558
S000005675	YOR149C	SMP3	""	SAP2 LAS2	1551
S000005676	YOR150W	MRPL23	Mitochondrial Ribosomal Protein, Large subunit	YmL23 mitochondrial 54S ribosomal protein YmL23	492
S000005677	YOR151C	RPB2	RNA Polymerase B	SOH2 RPB150 RPO22 SIT2 B150	3675
S000005678	YOR152C	""	""	""	771
S000005679	YOR153W	PDR5	Pleiotropic Drug Resistance	STS1 LEM1 YDR1 ATP-binding cassette multidrug transporter PDR5	4536
S000005680	YOR154W	SLP1	SUN-Like Protein	""	1764
S000005681	YOR155C	ISN1	IMP-Specific 5'-Nucleotidase	IMP 5'-nucleotidase	1353
S000005682	YOR156C	NFI1	Neck Filament Interacting	SUMO ligase NFI1 SIZ2	2181
